treatment_appeal,n,n_pairs,mean_similarity,median_similarity,sd_similarity,min_similarity,max_similarity
high_appeal,240.0,28680.0,0.46748223900794983,0.4720427691936493,0.16982699930667877,-0.06773238629102707,0.9992585182189941
low_appeal,240.0,28680.0,0.3824383616447449,0.38372981548309326,0.16786502301692963,-0.11159998178482056,0.9759923219680786
